0	8	0.5	0	0	0	0	0	0	
-6.80685e-05	7.9999	0.50002	-0.00408411	-0.00625	0.00121164	-0.163364	-0.25	0.0484657	
-0.000533598	7.99917	0.500159	-0.0156794	-0.025	0.00469439	-0.300449	-0.5	0.0908444	
-0.00174095	7.99719	0.500523	-0.0335712	-0.05625	0.0101555	-0.415223	-0.75	0.127601	
-0.00397643	7.99333	0.501203	-0.0566058	-0.1	0.017325	-0.506158	-1	0.159179	
-0.00746847	7.98698	0.502279	-0.0836567	-0.15625	0.0259545	-0.57588	-1.25	0.186001	
-0.0123798	7.9775	0.50382	-0.112968	-0.225	0.0358976	-0.596559	-1.5	0.211723	
-0.0187794	7.96427	0.505889	-0.143129	-0.30625	0.0470173	-0.609888	-1.75	0.233064	
-0.0267012	7.94667	0.508538	-0.173804	-0.4	0.0591042	-0.617127	-2	0.250414	
-0.0361637	7.92406	0.511812	-0.204711	-0.50625	0.0719681	-0.619127	-2.25	0.264143	
-0.047172	7.89583	0.515745	-0.235599	-0.625	0.0854367	-0.616417	-2.5	0.274599	
-0.0597172	7.86137	0.520363	-0.266102	-0.755547	0.099333	-0.603685	-2.72187	0.281256	
-0.0737696	7.8201	0.525683	-0.29585	-0.896692	0.113499	-0.586246	-2.92391	0.285378	
-0.0892861	7.7716	0.531716	-0.324632	-1.04372	0.12783	-0.565036	-2.95708	0.28785	
-0.106214	7.71572	0.538468	-0.352285	-1.19162	0.142273	-0.541095	-2.95895	0.289869	
-0.124494	7.65244	0.545944	-0.3787	-1.33957	0.156807	-0.515484	-2.95915	0.291523	
-0.144063	7.58176	0.55415	-0.403855	-1.48753	0.171418	-0.490709	-2.95918	0.29291	
-0.164859	7.50368	0.563087	-0.427773	-1.63549	0.186092	-0.466037	-2.95918	0.294047	
-0.18682	7.41821	0.57276	-0.450452	-1.78345	0.200818	-0.441096	-2.95918	0.29498	
-0.209883	7.32534	0.58317	-0.471856	-1.93141	0.215586	-0.41507	-2.95918	0.295741	
-0.233983	7.22507	0.594319	-0.491942	-2.07936	0.230388	-0.388385	-2.95918	0.296357	
-0.259057	7.1174	0.606209	-0.510854	-2.22732	0.245216	-0.368077	-2.95918	0.296756	
-0.285051	7.00234	0.618841	-0.528725	-2.37528	0.260061	-0.346791	-2.95918	0.297054	
-0.311912	6.87987	0.632215	-0.545517	-2.52324	0.274919	-0.32489	-2.95918	0.297262	
-0.339585	6.75001	0.646333	-0.561207	-2.67111	0.289785	-0.30269	-2.95545	0.297384	
-0.368014	6.61277	0.661194	-0.575789	-2.81854	0.304656	-0.280593	-2.94168	0.297427	
-0.39716	6.46818	0.676792	-0.590144	-2.96453	0.319138	-0.293625	-2.89794	0.281861	
-0.427037	6.31636	0.693095	-0.605034	-3.10778	0.332833	-0.301974	-2.83213	0.265957	
-0.457668	6.15747	0.710062	-0.620241	-3.2473	0.345735	-0.306283	-2.74864	0.250098	
-0.489064	5.99171	0.727655	-0.635576	-3.38226	0.357853	-0.307116	-2.64985	0.234615	
-0.521225	5.81933	0.745835	-0.650872	-3.51199	0.369212	-0.304721	-2.5393	0.219777	
-0.554135	5.64066	0.764555	-0.66519	-3.6327	0.379321	-0.267999	-2.2893	0.184579	
-0.587716	5.45627	0.783739	-0.677792	-3.74092	0.387747	-0.236082	-2.0393	0.152441	
-0.621889	5.26678	0.803305	-0.688909	-3.83663	0.394638	-0.208604	-1.7893	0.123197	
-0.656585	5.07281	0.823179	-0.698752	-3.9199	0.400135	-0.185121	-1.5414	0.0966831	
-0.691746	4.87499	0.843297	-0.707507	-3.99072	0.40437	-0.165076	-1.2914	0.0727368	
-0.72733	4.67395	0.863588	-0.715881	-4.04904	0.406928	-0.169869	-1.0414	0.0295686	
-0.763337	4.4703	0.883958	-0.724438	-4.095	0.407576	-0.172431	-0.796731	-0.00364802	
-0.799775	4.26465	0.904322	-0.733077	-4.12916	0.406754	-0.17312	-0.569695	-0.0292137	
-0.836645	4.05756	0.924615	-0.741711	-4.15253	0.404804	-0.172264	-0.365047	-0.0488035	
-0.873945	3.84956	0.944788	-0.750272	-4.16604	0.401992	-0.170157	-0.175593	-0.0636761	
-0.91167	3.64112	0.964795	-0.758688	-4.16984	0.398081	-0.166493	0.0236311	-0.0927582	
-0.94981	3.43273	0.984573	-0.766905	-4.16423	0.392819	-0.162188	0.200908	-0.117707	
-0.988356	3.22483	1.00406	-0.774896	-4.15042	0.386401	-0.157425	0.351433	-0.139038	
-1.0273	3.0178	1.0232	-0.78264	-4.12974	0.378992	-0.152359	0.47573	-0.157304	
-1.06662	2.81195	1.04194	-0.790127	-4.10347	0.370737	-0.147116	0.574982	-0.172904	
-1.10629	2.60755	1.06026	-0.796738	-4.0716	0.361719	-0.117302	0.700021	-0.187839	
-1.14627	2.40488	1.0781	-0.801982	-4.03416	0.352011	-0.092468	0.797592	-0.200453	
-1.18647	2.20421	1.09545	-0.806086	-3.99241	0.341722	-0.0716965	0.872335	-0.2111	
-1.22686	2.0057	1.11227	-0.809234	-3.94746	0.330943	-0.0542318	0.925729	-0.220082	
-1.26738	1.8095	1.12854	-0.81158	-3.90032	0.319749	-0.0396038	0.959848	-0.227652	
-1.308	1.6157	1.14423	-0.813162	-3.85086	0.307935	-0.023696	1.01833	-0.244944	
-1.34869	1.42445	1.15932	-0.81402	-3.79899	0.295345	-0.0106114	1.05652	-0.258656	
-1.3894	1.23583	1.17376	-0.814284	-3.74559	0.28215	6.83958e-05	1.07956	-0.26913	
-1.43011	1.04991	1.18752	-0.814064	-3.69133	0.268504	0.00870403	1.0908	-0.276688	
-1.4708	0.866703	1.2006	-0.813457	-3.63675	0.254547	0.0156062	1.09238	-0.281631	
-1.51143	0.686246	1.21298	-0.811653	-3.58126	0.240433	0.0565227	1.12715	-0.282917	
-1.55193	0.5086	1.22464	-0.80803	-3.52439	0.226261	0.0884101	1.14775	-0.283937	
-1.59221	0.333819	1.2356	-0.802996	-3.46675	0.212045	0.112959	1.15801	-0.284721	
-1.63221	0.16193	1.24585	-0.796871	-3.40881	0.197795	0.132045	1.15945	-0.285293	
-1.67189	-0.00706381	1.25538	-0.789895	-3.35102	0.183521	0.146983	1.15231	-0.28567	
-1.71119	-0.173168	1.2642	-0.782172	-3.29301	0.169285	0.161934	1.16787	-0.28375	
-1.75009	-0.336356	1.27231	-0.773794	-3.23447	0.155184	0.173172	1.17391	-0.280282	
-1.78856	-0.496613	1.27972	-0.764937	-3.17582	0.141293	0.181145	1.17175	-0.275356	
-1.82658	-0.653944	1.28645	-0.755751	-3.11752	0.127682	0.186276	1.16064	-0.269106	
-1.86413	-0.808377	1.2925	-0.74637	-3.05998	0.114412	0.188966	1.14069	-0.261703	
-1.90121	-0.959944	1.29789	-0.736719	-3.00259	0.10141	0.197077	1.15494	-0.258368	
-1.9378	-1.10863	1.30264	-0.726737	-2.94472	0.0886038	0.202185	1.15982	-0.25387	
-1.97388	-1.25442	1.30676	-0.716565	-2.88681	0.0760489	0.204695	1.15656	-0.248323	
-2.00946	-1.39732	1.31025	-0.706323	-2.8293	0.0637942	0.204995	1.14385	-0.241865	
-2.04452	-1.53736	1.31314	-0.696112	-2.77263	0.0518813	0.20345	1.12289	-0.234653	
-2.07906	-1.67459	1.31545	-0.685789	-2.71673	0.0403601	0.209478	1.11337	-0.226193	
-2.11309	-1.80904	1.31718	-0.675235	-2.66149	0.0292702	0.212691	1.09602	-0.217406	
-2.14659	-1.94076	1.31838	-0.66458	-2.60728	0.0186234	0.213489	1.07255	-0.208465	
-2.17955	-2.06979	1.31905	-0.653936	-2.55435	0.00842353	0.212255	1.04443	-0.19953	
-2.21198	-2.19622	1.31923	-0.643396	-2.50297	-0.00133326	0.209349	1.01078	-0.190742	
-2.24389	-2.32011	1.31893	-0.632808	-2.45246	-0.0107187	0.21419	1.00962	-0.184677	
-2.27526	-2.44147	1.31816	-0.622045	-2.40216	-0.0197996	0.216345	1.00234	-0.178556	
-2.30609	-2.56033	1.31695	-0.611231	-2.35236	-0.0285752	0.216212	0.99001	-0.172468	
-2.33638	-2.67672	1.31531	-0.600471	-2.30333	-0.0370491	0.214169	0.971115	-0.166489	
-2.36614	-2.79068	1.31325	-0.589853	-2.25541	-0.0452284	0.21057	0.945411	-0.160686	
-2.39537	-2.90227	1.31079	-0.579304	-2.20827	-0.0531341	0.211356	0.940274	-0.155542	
-2.42407	-3.01152	1.30794	-0.568767	-2.16161	-0.0607875	0.210138	0.926256	-0.150592	
-2.45225	-3.11845	1.30472	-0.558332	-2.11583	-0.0681991	0.207273	0.904827	-0.145875	
-2.47991	-3.22312	1.30113	-0.548073	-2.07129	-0.0753815	0.203089	0.876834	-0.141419	
-2.50706	-3.3256	1.29718	-0.538048	-2.02826	-0.0823481	0.197886	0.844201	-0.137244	
-2.53371	-3.42596	1.2929	-0.527603	-1.98628	-0.0891337	0.219951	0.835318	-0.13418	
-2.5598	-3.52424	1.28827	-0.516188	-1.94488	-0.0957694	0.236646	0.82044	-0.13125	
-2.58531	-3.62047	1.28332	-0.504056	-1.90435	-0.102262	0.248631	0.800921	-0.128469	
-2.6102	-3.71469	1.27805	-0.491427	-1.86487	-0.10862	0.256512	0.778343	-0.125849	
-2.63445	-3.80697	1.27246	-0.478494	-1.82661	-0.114851	0.260795	0.752061	-0.123397	
-2.65804	-3.89737	1.26656	-0.465005	-1.78918	-0.120984	0.278788	0.744898	-0.121908	
-2.68094	-3.9859	1.26036	-0.450749	-1.7522	-0.127043	0.29146	0.734494	-0.12045	
-2.70311	-4.0726	1.25386	-0.435974	-1.71579	-0.13303	0.299524	0.721744	-0.11903	
-2.72453	-4.15749	1.24706	-0.420896	-1.68016	-0.138947	0.303611	0.703605	-0.117659	
-2.7452	-4.24063	1.23997	-0.405699	-1.64559	-0.144797	0.304276	0.679265	-0.116342	
-2.76509	-4.32206	1.23258	-0.390103	-1.6118	-0.150578	0.319552	0.672294	-0.114905	
-2.7842	-4.40182	1.22491	-0.373878	-1.5785	-0.15629	0.329462	0.659613	-0.113567	
-2.80247	-4.47993	1.21696	-0.35727	-1.54599	-0.161938	0.334832	0.64076	-0.112328	
-2.81992	-4.55644	1.20872	-0.34049	-1.51455	-0.167526	0.33637	0.616831	-0.111187	
-2.83652	-4.6314	1.2002	-0.323714	-1.4844	-0.173059	0.33466	0.589113	-0.110142	
-2.85229	-4.70489	1.19142	-0.307023	-1.45503	-0.178319	0.333007	0.585804	-0.100278	
-2.86723	-4.77691	1.18238	-0.290485	-1.42594	-0.183101	0.328521	0.577573	-0.0909719	
-2.88135	-4.84749	1.17311	-0.274241	-1.39738	-0.18743	0.321228	0.564886	-0.0822139	
-2.89466	-4.91666	1.16364	-0.25842	-1.36955	-0.191335	0.311605	0.548438	-0.073993	
-2.9072	-4.98446	1.15399	-0.243128	-1.34261	-0.194843	0.300081	0.52905	-0.0662958	
-2.91898	-5.05093	1.14417	-0.22837	-1.31626	-0.197876	0.290229	0.525221	-0.055059	
-2.93004	-5.11609	1.13421	-0.21414	-1.29018	-0.200373	0.278987	0.517751	-0.0448232	
-2.94041	-5.17996	1.12414	-0.200495	-1.26456	-0.202382	0.266805	0.507072	-0.0355323	
-2.9501	-5.24256	1.11398	-0.187473	-1.23954	-0.203949	0.254075	0.493976	-0.027131	
-2.95916	-5.30392	1.10375	-0.175093	-1.2152	-0.205116	0.241131	0.479567	-0.0195649	
-2.96762	-5.36408	1.09347	-0.163312	-1.19121	-0.20585	0.230117	0.479755	-0.00976747	
-2.9755	-5.42305	1.08317	-0.152084	-1.16731	-0.206121	0.218974	0.476392	-0.00107944	
-2.98284	-5.48082	1.07287	-0.141412	-1.14365	-0.205983	0.207915	0.470115	0.00657786	
-2.98965	-5.53742	1.06258	-0.131286	-1.12036	-0.205487	0.197107	0.461422	0.0132801	
-2.99598	-5.59286	1.05232	-0.121692	-1.09756	-0.204677	0.186675	0.450699	0.0190999	
-3.00183	-5.64718	1.04212	-0.11259	-1.07506	-0.203553	0.177411	0.44925	0.0258581	
-3.00724	-5.70037	1.03197	-0.103942	-1.05271	-0.202116	0.168506	0.444601	0.0316493	
-3.01223	-5.75245	1.02191	-0.0957287	-1.03066	-0.200411	0.160018	0.437292	0.0365532	
-3.01682	-5.80344	1.01194	-0.0879287	-1.00904	-0.198481	0.151981	0.427752	0.0406453	
-3.02103	-5.85337	1.00207	-0.0805189	-0.987936	-0.196365	0.144412	0.416322	0.0439973	
-3.02488	-5.90224	0.992304	-0.0734844	-0.967179	-0.194069	0.136968	0.413949	0.0478117	
-3.02839	-5.95009	0.982661	-0.0668085	-0.946615	-0.191602	0.130067	0.408616	0.0508748	
-3.03157	-5.99691	0.973146	-0.0604661	-0.926379	-0.188999	0.123631	0.400797	0.0532574	
-3.03444	-6.04273	0.963763	-0.0544391	-0.906588	-0.186292	0.117448	0.390875	0.0550259	
-3.03702	-6.08758	0.954518	-0.0487152	-0.887337	-0.18351	0.11151	0.379163	0.0562428	
-3.03932	-6.13147	0.945414	-0.0433165	-0.868405	-0.180629	0.104436	0.378102	0.0590028	
-3.04135	-6.17442	0.936457	-0.0382582	-0.849603	-0.177627	0.0978957	0.373996	0.0610683	
-3.04315	-6.21644	0.927653	-0.0335172	-0.83107	-0.174538	0.091745	0.367318	0.0625092	
-3.04471	-6.25753	0.919004	-0.0290757	-0.812925	-0.17139	0.0859169	0.358459	0.0633913	
-3.04606	-6.29774	0.910514	-0.0249177	-0.795286	-0.168211	0.0804038	0.347129	0.0637758	
-3.04721	-6.33707	0.902183	-0.0210254	-0.777963	-0.165011	0.0752882	0.34579	0.0642107	
-3.04817	-6.37554	0.894013	-0.0173819	-0.760778	-0.161801	0.0704503	0.341586	0.0641963	
-3.04895	-6.41315	0.886003	-0.0139736	-0.743871	-0.158602	0.065882	0.334697	0.0637864	
-3.04957	-6.44993	0.878152	-0.0107872	-0.727372	-0.155431	0.0615743	0.325277	0.0630307	
-3.05003	-6.4859	0.870459	-0.00780989	-0.711395	-0.152306	0.0575175	0.313785	0.0619753	
